id,attributes,brand,description,name,sku,category_id
240,"{""rating"": 4.8, ""color"": ""White"", ""variant"": ""128GB"", ""is_prime_eligible"": false, ""warranty_months"": 6, ""amazon_style_tag"": null}",Mamaearth,Mamaearth Perfume Core 128GB in Beauty category with marketplace-style pricing dynamics and seasonal demand shifts.,Mamaearth Perfume Core 128GB,B-MAMA-MPC1-0240,4
241,"{""rating"": 3.7, ""color"": ""Green"", ""variant"": ""Small"", ""is_prime_eligible"": true, ""warranty_months"": 6, ""amazon_style_tag"": null}",Biotique,Biotique Lipstick Neo Small in Beauty category with marketplace-style pricing dynamics and seasonal demand shifts.,Biotique Lipstick Neo Small,B-BIOT-BLNS-0241,4
242,"{""rating"": 3.7, ""color"": ""Blue"", ""variant"": ""42mm"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Recommended""}",Dove,Dove Hair Oil Max 42mm in Beauty category with marketplace-style pricing dynamics and seasonal demand shifts.,Dove Hair Oil Max 42mm,B-DOVE-DHOM-0242,4
243,"{""rating"": 4.5, ""color"": ""Pink"", ""variant"": ""White"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": null}",Aashirvaad,Aashirvaad Coffee Jar Air White in Groceries category with marketplace-style pricing dynamics and seasonal demand shifts.,Aashirvaad Coffee Jar Air White,G-AASH-ACJA-0243,5
244,"{""rating"": 4.4, ""color"": ""Pink"", ""variant"": ""42mm"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": ""Top Rated""}",JBL,JBL Portable SSD Pro 42mm in Electronics category with marketplace-style pricing dynamics and seasonal demand shifts.,JBL Portable SSD Pro 42mm,E-JBL-JPSP-0244,1
245,"{""rating"": 4.3, ""color"": ""Red"", ""variant"": ""Blue"", ""is_prime_eligible"": true, ""warranty_months"": 6, ""amazon_style_tag"": ""Recommended""}",Nivia,Nivia Skipping Rope Lite Blue in Sports category with marketplace-style pricing dynamics and seasonal demand shifts.,Nivia Skipping Rope Lite Blue,S-NIVI-NSRL-0245,7
246,"{""rating"": 4.3, ""color"": ""Black"", ""variant"": ""Medium"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": ""Best Seller""}",Fortune,Fortune Peanut Butter Pro Medium in Groceries category with marketplace-style pricing dynamics and seasonal demand shifts.,Fortune Peanut Butter Pro Medium,G-FORT-FPBP-0246,5
247,"{""rating"": 4.1, ""color"": ""Red"", ""variant"": ""Red"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Best Seller""}",Pigeon,Pigeon Cookware Set Ultra Red in Home & Kitchen category with marketplace-style pricing dynamics and seasonal demand shifts.,Pigeon Cookware Set Ultra Red,H&K-PIGE-PCSU-0247,2
248,"{""rating"": 3.8, ""color"": ""Green"", ""variant"": ""Red"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Limited Deal""}",Penguin,Penguin Operating Systems Textbook Air Red in Books category with marketplace-style pricing dynamics and seasonal demand shifts.,Penguin Operating Systems Textbook Air Red,B-PENG-POST-0248,6
249,"{""rating"": 4.1, ""color"": ""White"", ""variant"": ""Large"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": ""Recommended""}",Maybelline,Maybelline Moisturizer Pro Large in Beauty category with marketplace-style pricing dynamics and seasonal demand shifts.,Maybelline Moisturizer Pro Large,B-MAYB-MMPL-0249,4
250,"{""rating"": 3.9, ""color"": ""Green"", ""variant"": ""Green"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Best Seller""}",Puma,Puma Cricket Bat Edge Green in Sports category with marketplace-style pricing dynamics and seasonal demand shifts.,Puma Cricket Bat Edge Green,S-PUMA-PCBE-0250,7
251,"{""rating"": 4.4, ""color"": ""Pink"", ""variant"": ""42mm"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": ""Recommended""}",Sony,Sony 1080p Webcam Core 42mm in Electronics category with marketplace-style pricing dynamics and seasonal demand shifts.,Sony 1080p Webcam Core 42mm,E-SONY-S1WC-0251,1
252,"{""rating"": 4.0, ""color"": ""Red"", ""variant"": ""1L"", ""is_prime_eligible"": false, ""warranty_months"": 24, ""amazon_style_tag"": ""Top Rated""}",L'Oreal,L'Oreal Body Lotion Neo 1L in Beauty category with marketplace-style pricing dynamics and seasonal demand shifts.,L'Oreal Body Lotion Neo 1L,B-LORE-LBLN-0252,4
253,"{""rating"": 3.8, ""color"": ""Green"", ""variant"": ""10kg"", ""is_prime_eligible"": false, ""warranty_months"": 12, ""amazon_style_tag"": ""Top Rated""}",Maggi,Maggi Basmati Rice 5kg Max 10kg in Groceries category with marketplace-style pricing dynamics and seasonal demand shifts.,Maggi Basmati Rice 5kg Max 10kg,G-MAGG-MBR5-0253,5
254,"{""rating"": 4.0, ""color"": ""Silver"", ""variant"": ""256GB"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Limited Deal""}",Allen Solly,Allen Solly Women's Running Shoes Ultra 256GB in Fashion category with marketplace-style pricing dynamics and seasonal demand shifts.,Allen Solly Women's Running Shoes Ultra 256GB,F-ALLE-ASWR-0254,3
255,"{""rating"": 4.2, ""color"": ""Blue"", ""variant"": ""Black"", ""is_prime_eligible"": true, ""warranty_months"": 24, ""amazon_style_tag"": ""Top Rated""}",Levi's,Levi's Men's Casual Shirt Max Black in Fashion category with marketplace-style pricing dynamics and seasonal demand shifts.,Levi's Men's Casual Shirt Max Black,F-LEVI-LMCS-0255,3
256,"{""rating"": 3.9, ""color"": ""Blue"", ""variant"": ""Blue"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": null}",Butterfly,Butterfly Cookware Set Plus Blue in Home & Kitchen category with marketplace-style pricing dynamics and seasonal demand shifts.,Butterfly Cookware Set Plus Blue,H&K-BUTT-BCSP-0256,2
257,"{""rating"": 3.8, ""color"": ""White"", ""variant"": ""Red"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Top Rated""}",Penguin,Penguin Machine Learning Handbook Max Red in Books category with marketplace-style pricing dynamics and seasonal demand shifts.,Penguin Machine Learning Handbook Max Red,B-PENG-PMLH-0257,6
258,"{""rating"": 4.2, ""color"": ""Green"", ""variant"": ""Small"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Best Seller""}",Zara,Zara Women's Running Shoes Edge Small in Fashion category with marketplace-style pricing dynamics and seasonal demand shifts.,Zara Women's Running Shoes Edge Small,F-ZARA-ZWRS-0258,3
259,"{""rating"": 4.2, ""color"": ""Red"", ""variant"": ""Large"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": ""Recommended""}",Levi's,Levi's Sneakers Core Large in Fashion category with marketplace-style pricing dynamics and seasonal demand shifts.,Levi's Sneakers Core Large,F-LEVI-LSCL-0259,3
260,"{""rating"": 3.9, ""color"": ""Pink"", ""variant"": ""256GB"", ""is_prime_eligible"": true, ""warranty_months"": 12, ""amazon_style_tag"": null}",Mi,Mi Wireless Mouse Plus 256GB in Electronics category with marketplace-style pricing dynamics and seasonal demand shifts.,Mi Wireless Mouse Plus 256GB,E-MI-MWMP-0260,1
